season,daynum,wteam,lteam,pct_both_tourney
M,117,754,557,0.008
M,117,757,808,0.003
M,117,761,716,0.001
M,117,767,824,0.001
M,117,768,594,0.006
M,117,769,518,0.010
M,117,771,746,0.004
M,117,774,630,0.001
M,117,775,780,0.005
M,117,778,764,0.032
M,117,783,841,0.721
M,117,784,633,0.001
M,117,791,580,0.001
M,117,796,793,0.743
M,117,799,570,0.001
M,117,802,661,0.013
M,117,805,801,0.023
M,117,807,565,0.007
M,117,809,742,0.004
M,117,811,572,0.002
M,117,814,848,0.010
M,117,816,723,0.012
M,117,817,788,0.031
M,117,819,765,0.019
M,117,823,563,0.001
M,117,825,847,0.043
M,117,826,851,0.024
M,117,835,590,0.008
M,117,836,798,0.003
M,117,838,739,0.003
M,117,840,539,0.023
M,117,844,654,0.002
M,117,852,821,0.013
M,117,853,599,0.098
M,117,854,736,0.001
M,118,507,528,0.001
M,118,544,750,0.001
M,118,546,578,0.033
M,118,551,662,0.394
M,118,611,813,0.009
M,118,651,829,0.298
M,118,655,604,0.011
M,118,659,653,0.009
M,118,671,625,0.930
M,118,704,541,0.004
M,118,717,573,0.056
M,118,725,726,0.011
M,118,737,549,0.038
M,118,744,589,0.005
M,118,789,779,0.081
M,118,790,640,0.549
M,118,810,511,0.983
M,118,828,657,0.001
M,119,607,758,0.039
M,119,610,693,0.001
M,119,636,796,0.825
M,119,753,652,0.003
M,119,755,730,0.002
M,119,781,732,0.006
M,119,815,833,0.001
M,119,822,597,0.003
M,119,830,606,0.019
M,119,843,731,0.447
M,120,503,719,0.046
M,120,519,580,0.004
M,120,534,529,0.001
M,120,537,836,0.007
M,120,564,563,0.001
M,120,622,855,0.005
M,120,628,715,0.004
M,120,637,556,0.077
M,120,639,669,0.154
M,120,645,832,0.001
M,120,654,845,0.002
M,120,660,591,0.002
M,120,674,515,0.415
M,120,687,792,0.001
M,120,701,817,0.198
M,120,708,595,0.368
M,120,720,738,0.270
M,120,772,824,0.016
M,120,793,698,0.133
M,120,798,581,0.001
M,120,821,557,0.002
M,120,826,844,0.014
M,120,831,839,0.077
M,120,848,740,0.002
M,120,851,574,0.002
M,121,502,788,0.003
M,121,509,616,0.014
M,121,522,540,0.004
M,121,533,692,0.002
M,121,536,852,0.070
M,121,555,642,0.003
M,121,569,775,0.023
M,121,577,830,0.111
M,121,604,518,0.011
M,121,617,809,0.017
M,121,625,673,0.141
M,121,640,769,0.028
M,121,655,504,0.015
M,121,661,801,0.014
M,121,663,641,0.052
M,121,666,767,0.002
M,121,668,527,0.158
M,121,672,812,0.005
M,121,676,629,0.013
M,121,703,572,0.001
M,121,711,516,0.001
M,121,717,778,0.111
M,121,721,722,0.236
M,121,743,596,0.013
M,121,751,820,0.007
M,121,761,664,0.002
M,121,765,787,0.002
M,121,786,764,0.107
M,121,789,578,0.054
M,121,790,592,0.214
M,121,794,521,0.257
M,121,800,811,0.001
M,121,805,802,0.025
M,121,827,675,0.684
M,121,829,771,0.029
M,121,849,729,0.103
M,122,511,726,0.024
M,122,546,599,0.022
M,122,573,549,0.021
M,122,586,646,0.003
M,122,601,784,0.001
M,122,606,551,0.244
M,122,626,846,0.007
M,122,643,705,0.003
M,122,671,623,0.133
M,122,678,587,0.005
M,122,683,560,0.003
M,122,686,739,0.002
M,122,702,756,0.003
M,122,725,512,0.107
M,122,737,559,0.146
M,122,750,544,0.004
M,122,757,565,0.011
M,122,779,853,0.311
M,122,807,806,0.001
M,122,810,783,0.922
M,122,814,645,0.002
M,122,818,539,0.115
M,122,822,526,0.022
M,122,838,648,0.005
M,122,848,614,0.001
M,123,519,797,0.005
M,123,522,586,0.025
M,123,531,612,0.001
M,123,541,627,0.001
M,123,561,728,0.001
M,123,562,530,0.042
M,123,570,576,0.001
M,123,575,626,0.133
M,123,622,654,0.002
M,123,624,678,0.112
M,123,633,601,0.003
M,123,712,635,0.003
M,123,714,749,0.051
M,123,730,732,0.001
M,123,791,687,0.002
M,123,826,851,0.024
M,123,850,833,0.001
M,123,854,567,0.001
M,124,502,754,0.019
M,124,504,827,0.052
M,124,512,726,0.006
M,124,515,518,0.050
M,124,519,791,0.004
M,124,521,796,0.681
M,124,522,633,0.017
M,124,528,507,0.001
M,124,535,622,0.064
M,124,536,788,0.036
M,124,546,741,0.037
M,124,552,826,0.045
M,124,554,600,0.004
M,124,564,807,0.014
M,124,565,538,0.004
M,124,568,850,0.025
M,124,569,779,0.304
M,124,575,562,0.254
M,124,578,780,0.006
M,124,585,547,0.001
M,124,595,668,0.297
M,124,596,775,0.001
M,124,602,712,0.020
M,124,603,651,1.000
M,124,606,527,0.051
M,124,611,700,0.001
M,124,621,680,0.001
M,124,623,673,0.019
M,124,624,714,0.092
M,124,636,794,0.498
M,124,637,629,0.045
M,124,653,589,0.009
M,124,659,704,0.020
M,124,663,599,0.076
M,124,666,805,0.368
M,124,674,604,0.083
M,124,675,655,0.079
M,124,699,597,0.006
M,124,701,557,0.007
M,124,705,664,0.002
M,124,708,577,1.000
M,124,717,771,0.085
M,124,721,676,0.200
M,124,724,543,0.001
M,124,725,511,0.496
M,124,744,541,0.001
M,124,753,730,0.007
M,124,758,755,0.001
M,124,761,643,0.005
M,124,765,820,0.004
M,124,766,658,0.001
M,124,767,742,0.001
M,124,772,661,0.023
M,124,786,660,0.517
M,124,787,751,0.004
M,124,789,641,0.023
M,124,795,819,0.001
M,124,801,583,0.001
M,124,802,809,0.008
M,124,810,539,0.210
M,124,815,510,0.008
M,124,816,570,0.006
M,124,817,821,0.151
M,124,818,783,0.631
M,124,824,617,0.026
M,124,825,799,0.013
M,124,828,524,0.001
M,124,829,737,0.051
M,124,839,695,0.031
M,124,841,840,0.140
M,124,842,681,0.001
M,124,843,778,0.040
M,124,847,723,0.009
M,124,848,814,0.011
M,124,849,715,0.049
M,124,853,743,0.111
M,124,854,612,0.001
M,125,509,517,0.005
M,125,513,590,0.001
M,125,551,831,0.287
M,125,555,533,0.002
M,125,559,549,0.168
M,125,568,815,0.050
M,125,575,624,0.763
M,125,585,554,0.001
M,125,602,816,0.026
M,125,607,758,0.060
M,125,630,774,0.001
M,125,639,503,0.113
M,125,640,592,0.138
M,125,669,529,0.019
M,125,672,800,0.004
M,125,686,745,0.005
M,125,698,556,0.013
M,125,718,834,0.001
M,125,719,534,0.007
M,125,720,671,0.539
M,125,729,625,0.065
M,125,731,573,0.055
M,125,738,670,0.051
M,125,744,659,0.014
M,125,746,764,0.007
M,125,750,838,0.006
M,125,753,781,0.072
M,125,766,653,0.015
M,125,768,703,0.034
M,125,790,769,0.100
M,125,793,722,0.225
M,125,798,537,0.002
M,125,813,828,0.007
M,125,830,662,0.049
M,125,835,711,0.024
M,125,847,825,0.044
M,126,568,585,0.006
M,126,602,847,0.019
M,126,631,718,0.005
M,126,672,768,0.097
M,126,724,630,0.006
M,126,753,607,0.121
M,126,766,744,0.023
M,126,835,513,0.020
M,127,535,552,0.230
M,127,713,842,0.003
M,127,724,631,0.040
M,127,733,621,0.003
M,127,835,672,0.079
M,128,511,726,0.019
M,128,539,840,0.031
M,128,546,741,0.040
M,128,557,852,0.001
M,128,560,610,0.002
M,128,569,780,0.072
M,128,641,578,0.005
M,128,660,764,0.143
M,128,669,534,0.004
M,128,683,747,0.001
M,128,686,750,0.004
M,128,731,549,0.139
M,128,733,713,0.012
M,128,772,742,0.002
M,128,779,596,0.041
M,128,798,529,0.002
M,128,801,661,0.004
M,128,802,583,0.001
M,128,824,767,0.002
M,128,829,786,0.339
M,128,843,737,0.120
M,129,503,537,0.007
M,129,504,592,0.035
M,129,526,613,0.001
M,129,527,662,0.033
M,129,536,557,0.011
M,129,546,663,0.119
M,129,556,521,0.092
M,129,564,808,0.001
M,129,595,839,0.088
M,129,603,829,0.419
M,129,604,674,0.062
M,129,606,830,0.052
M,129,623,729,0.012
M,129,639,798,0.035
M,129,660,717,0.930
M,129,666,801,0.056
M,129,668,695,0.139
M,129,669,719,0.061
M,129,670,628,0.005
M,129,673,715,0.003
M,129,698,676,0.021
M,129,699,597,0.003
M,129,702,620,0.001
M,129,716,761,0.001
M,129,722,796,0.167
M,129,731,651,0.810
M,129,751,664,0.003
M,129,754,502,0.014
M,129,765,820,0.006
M,129,769,655,0.006
M,129,772,809,0.010
M,129,779,743,0.060
M,129,783,511,0.902
M,129,789,641,0.029
M,129,794,629,0.042
M,129,802,805,0.037
M,129,807,727,0.004
M,129,810,539,0.225
M,129,817,788,0.043
M,129,818,512,0.210
M,129,819,643,0.006
M,129,821,701,0.040
M,129,822,756,0.005
M,129,824,617,0.035
M,129,827,518,0.076
M,129,836,581,0.001
M,129,841,725,0.529
M,129,843,559,0.810
M,129,853,569,0.930
M,130,503,836,0.013
M,130,509,555,0.006
M,130,515,827,0.810
M,130,526,822,0.035
M,130,536,754,0.230
M,130,551,527,0.131
M,130,564,565,0.019
M,130,577,606,0.363
M,130,603,843,0.930
M,130,604,640,0.061
M,130,623,738,0.060
M,130,636,698,0.210
M,130,639,669,0.252
M,130,666,772,0.092
M,130,671,720,0.676
M,130,673,625,0.088
M,130,675,504,0.120
M,130,683,571,0.004
M,130,702,699,0.011
M,130,708,595,0.419
M,130,716,765,0.003
M,130,721,556,0.085
M,130,731,660,0.930
M,130,779,853,0.419
M,130,783,841,0.970
M,130,789,546,0.114
M,130,790,769,0.065
M,130,793,722,0.248
M,130,794,637,0.428
M,130,802,824,0.021
M,130,807,757,0.010
M,130,810,818,0.930
M,130,817,821,0.137
M,130,819,751,0.010
M,130,831,668,0.353
M,130,849,670,0.116
M,131,515,790,0.930
M,131,526,702,0.019
M,131,551,577,0.930
M,131,560,683,0.001
M,131,564,807,0.017
M,131,604,675,0.075
M,131,623,673,0.021
M,131,636,794,0.573
M,131,639,503,0.210
M,131,666,802,0.210
M,131,708,831,0.419
M,131,731,603,0.970
M,131,789,779,0.357
M,131,793,721,0.970
M,131,810,783,0.970
M,131,813,611,0.008
M,131,817,536,0.865
M,131,849,671,1.000
M,132,604,515,0.203
M,132,636,793,1.000
M,132,708,551,0.970
M,132,819,716,0.003
M,132,849,623,0.149
N,77,514,508,0.002
N,77,524,611,0.007
N,77,528,785,0.004
N,77,553,814,0.001
N,77,586,522,0.009
N,77,593,560,0.003
N,77,636,794,0.236
N,77,657,700,0.001
N,77,658,782,0.001
N,77,683,523,0.003
N,77,731,786,0.789
N,77,734,632,0.001
N,77,737,549,0.047
N,77,773,685,0.001
N,77,805,811,0.007
N,77,828,813,0.008
N,77,833,600,0.006
N,77,844,618,0.007
N,78,520,836,0.001
N,78,527,606,0.043
N,78,557,502,0.002
N,78,562,587,0.078
N,78,576,570,0.008
N,78,577,695,0.135
N,78,580,548,0.002
N,78,623,720,0.483
N,78,633,759,0.008
N,78,645,614,0.006
N,78,662,830,0.084
N,78,669,529,0.042
N,78,689,823,0.002
N,78,719,503,0.019
N,78,729,670,0.079
N,78,771,573,0.009
N,78,790,827,0.125
N,78,796,556,0.013
N,78,848,545,0.001
N,79,504,674,0.075
N,79,512,511,0.155
N,79,521,637,0.145
N,79,533,642,0.001
N,79,534,639,0.014
N,79,546,663,0.015
N,79,554,510,0.002
N,79,555,644,0.001
N,79,559,829,0.459
N,79,564,565,0.006
N,79,568,598,0.025
N,79,615,847,0.008
N,79,617,583,0.011
N,79,628,849,0.194
N,79,635,799,0.009
N,79,640,518,0.038
N,79,641,728,0.007
N,79,651,746,0.128
N,79,655,675,0.056
N,79,661,767,0.003
N,79,666,742,0.086
N,79,668,595,0.535
N,79,676,722,0.468
N,79,678,575,0.017
N,79,680,582,0.001
N,79,692,616,0.005
N,79,705,542,0.001
N,79,706,532,0.001
N,79,708,551,0.793
N,79,712,602,0.099
N,79,714,530,0.036
N,79,715,671,0.494
N,79,721,698,0.231
N,79,735,601,0.012
N,79,743,741,0.041
N,79,749,626,0.013
N,79,751,795,0.002
N,79,754,701,0.133
N,79,761,664,0.001
N,79,769,592,0.128
N,79,779,578,0.057
N,79,787,643,0.017
N,79,788,852,0.053
N,79,801,802,0.008
N,79,805,824,0.118
N,79,809,772,0.029
N,79,817,536,0.175
N,79,819,765,0.024
N,79,825,605,0.007
N,79,831,839,0.361
N,79,832,740,0.008
N,79,846,624,0.020
N,79,853,775,0.044
N,80,513,768,0.014
N,80,519,792,0.003
N,80,524,700,0.002
N,80,526,702,0.029
N,80,528,813,0.003
N,80,535,844,0.105
N,80,538,727,0.002
N,80,543,774,0.001
N,80,549,778,0.038
N,80,569,599,0.024
N,80,586,540,0.002
N,80,588,777,0.001
N,80,597,650,0.003
N,80,600,850,0.019
N,80,607,730,0.010
N,80,621,713,0.004
N,80,622,574,0.002
N,80,653,782,0.002
N,80,672,516,0.014
N,80,686,544,0.009
N,80,687,579,0.001
N,80,688,681,0.001
N,80,699,613,0.005
N,80,711,594,0.008
N,80,718,631,0.002
N,80,724,677,0.003
N,80,726,539,0.051
N,80,732,652,0.003
N,80,737,764,0.056
N,80,738,673,0.272
N,80,752,585,0.002
N,80,781,753,0.023
N,80,783,725,0.133
N,80,789,780,0.057
N,80,791,634,0.001
N,80,806,757,0.001
N,80,810,841,0.101
N,80,822,756,0.027
N,80,826,845,0.006
N,80,828,611,0.008
N,80,835,811,0.007
N,80,840,818,0.209
N,80,843,603,0.665
N,80,851,654,0.014
N,81,541,659,0.004
N,81,633,784,0.014
N,81,689,748,0.002
N,81,744,589,0.023
N,81,758,755,0.008
N,81,785,507,0.009
N,81,854,531,0.001
N,81,855,552,0.003
N,82,503,639,0.007
N,82,506,773,0.001
N,82,511,617,0.036
N,82,516,590,0.002
N,82,518,515,0.083
N,82,519,634,0.010
N,82,523,571,0.001
N,82,526,650,0.021
N,82,527,695,0.056
N,82,529,719,0.005
N,82,530,626,0.013
N,82,533,555,0.001
N,82,534,669,0.145
N,82,535,845,0.117
N,82,536,754,0.271
N,82,539,725,0.164
N,82,542,664,0.001
N,82,544,739,0.002
N,82,550,554,0.002
N,82,553,848,0.001
N,82,559,717,0.196
N,82,561,558,0.004
N,82,565,807,0.001
N,82,567,612,0.001
N,82,568,850,0.070
N,82,570,605,0.001
N,82,572,835,0.003
N,82,575,562,0.040
N,82,576,847,0.012
N,82,577,662,0.208
N,82,583,767,0.002
N,82,585,547,0.003
N,82,595,830,0.268
N,82,601,545,0.002
N,82,607,652,0.012
N,82,615,635,0.008
N,82,616,509,0.012
N,82,620,702,0.004
N,82,623,849,0.548
N,82,624,749,0.048
N,82,627,658,0.008
N,82,631,630,0.002
N,82,636,629,0.069
N,82,637,556,0.009
N,82,640,504,0.045
N,82,641,663,0.018
N,82,649,706,0.003
N,82,654,574,0.002
N,82,660,573,0.050
N,82,666,790,0.756
N,82,670,715,0.359
N,82,675,604,0.016
N,82,676,796,0.099
N,82,682,580,0.007
N,82,701,788,0.046
N,82,703,672,0.002
N,82,712,723,0.007
N,82,721,521,0.813
N,82,722,698,0.363
N,82,724,774,0.004
N,82,726,783,0.056
N,82,727,757,0.005
N,82,729,628,0.053
N,82,732,730,0.002
N,82,733,582,0.007
N,82,740,645,0.006
N,82,751,819,0.008
N,82,756,597,0.005
N,82,763,584,0.005
N,82,765,761,0.005
N,82,766,704,0.121
N,82,769,674,0.116
N,82,770,709,0.021
N,82,772,681,0.016
N,82,778,746,0.014
N,82,779,728,0.024
N,82,787,820,0.007
N,82,789,546,0.042
N,82,793,794,0.272
N,82,797,579,0.001
N,82,800,513,0.004
N,82,802,824,0.036
N,82,805,742,0.081
N,82,808,647,0.003
N,82,811,768,0.003
N,82,812,594,0.001
N,82,814,735,0.007
N,82,816,799,0.001
N,82,817,821,0.388
N,82,818,841,0.078
N,82,822,613,0.012
N,82,825,602,0.104
N,82,829,771,0.082
N,82,832,614,0.005
N,82,840,810,0.356
N,82,842,713,0.002
N,82,844,826,0.010
N,82,851,622,0.017
N,82,852,557,0.027
N,82,853,655,0.219
N,83,507,813,0.006
N,83,520,798,0.001
N,83,528,657,0.004
N,83,551,606,0.082
N,83,569,775,0.025
N,83,578,596,0.003
N,83,592,827,0.065
N,83,633,591,0.002
N,83,651,786,0.756
N,83,653,659,0.005
N,83,671,720,0.665
N,83,673,625,0.075
N,83,680,688,0.001
N,83,714,678,0.049
N,83,731,843,0.789
N,83,741,599,0.027
N,83,743,780,0.009
N,83,744,782,0.003
N,83,750,838,0.001
N,83,758,618,0.006
N,83,764,603,0.152
N,83,785,611,0.003
N,83,809,661,0.017
N,83,828,700,0.001
N,83,831,668,0.359
N,83,846,587,0.023
N,84,503,855,0.004
N,84,508,506,0.001
N,84,522,667,0.012
N,84,550,752,0.001
N,84,571,593,0.001
N,84,586,760,0.001
N,84,610,683,0.002
N,84,658,589,0.009
N,84,660,717,0.144
N,84,704,541,0.010
N,84,721,722,0.862
N,84,726,563,0.001
N,84,766,627,0.085
N,84,850,585,0.005
N,85,518,803,0.002
N,85,527,662,0.088
N,85,534,836,0.004
N,85,556,629,0.004
N,85,562,626,0.011
N,85,580,519,0.007
N,85,602,570,0.031
N,85,645,614,0.001
N,85,674,640,0.208
N,85,695,668,0.100
N,85,712,825,0.147
N,85,738,849,0.525
N,85,772,661,0.044
N,85,793,521,0.607
N,85,821,536,0.607
N,85,852,502,0.002
N,86,503,798,0.001
N,86,507,611,0.004
N,86,509,692,0.017
N,86,529,520,0.001
N,86,530,846,0.018
N,86,549,603,0.445
N,86,559,573,0.072
N,86,568,547,0.047
N,86,576,605,0.004
N,86,592,604,0.020
N,86,596,775,0.003
N,86,597,618,0.003
N,86,601,553,0.002
N,86,615,816,0.003
N,86,616,555,0.001
N,86,636,698,0.176
N,86,637,676,0.096
N,86,641,599,0.008
N,86,644,533,0.001
N,86,651,771,0.117
N,86,655,790,0.171
N,86,666,583,0.114
N,86,669,690,0.013
N,86,701,557,0.040
N,86,708,595,0.740
N,86,714,624,0.056
N,86,715,625,0.102
N,86,720,670,0.366
N,86,723,635,0.002
N,86,737,786,0.256
N,86,741,789,0.203
N,86,751,643,0.007
N,86,754,788,0.097
N,86,765,716,0.007
N,86,769,827,0.040
N,86,779,743,0.054
N,86,794,796,0.133
N,86,799,847,0.002
N,86,801,742,0.003
N,86,802,805,0.151
N,86,809,767,0.002
N,86,813,524,0.003
N,86,824,617,0.029
N,86,828,657,0.007
N,86,829,731,0.692
N,86,839,577,0.797
N,86,843,778,0.113
N,86,844,622,0.009
N,86,845,654,0.013
N,86,848,814,0.002
N,86,853,546,0.076
N,87,511,840,0.256
N,87,513,590,0.002
N,87,515,504,0.017
N,87,537,719,0.004
N,87,544,838,0.001
N,87,550,585,0.001
N,87,551,831,0.516
N,87,552,574,0.004
N,87,564,647,0.007
N,87,565,757,0.005
N,87,569,780,0.019
N,87,572,768,0.002
N,87,579,792,0.001
N,87,587,575,0.027
N,87,607,781,0.079
N,87,613,650,0.003
N,87,620,526,0.011
N,87,671,628,0.306
N,87,672,811,0.005
N,87,673,623,0.477
N,87,680,733,0.006
N,87,681,582,0.005
N,87,682,791,0.002
N,87,686,739,0.001
N,87,689,718,0.006
N,87,702,756,0.010
N,87,730,755,0.001
N,87,732,753,0.013
N,87,745,532,0.001
N,87,748,630,0.001
N,87,749,678,0.028
N,87,750,776,0.001
N,87,752,600,0.004
N,87,764,746,0.019
N,87,766,541,0.046
N,87,800,711,0.003
N,87,810,539,0.266
N,87,818,783,0.078
N,87,822,699,0.063
N,87,823,548,0.001
N,87,833,598,0.001
N,87,841,512,0.120
N,87,842,621,0.015
N,87,850,510,0.002
N,87,851,855,0.003
N,88,535,826,0.076
N,88,561,531,0.001
N,88,589,659,0.006
N,88,633,586,0.012
N,88,653,744,0.012
N,88,728,612,0.001
N,89,503,537,0.002
N,89,504,604,0.004
N,89,509,642,0.001
N,89,511,841,0.063
N,89,513,594,0.004
N,89,514,608,0.001
N,89,520,719,0.003
N,89,522,591,0.001
N,89,524,657,0.008
N,89,527,831,0.300
N,89,528,611,0.003
N,89,529,690,0.002
N,89,532,777,0.001
N,89,534,798,0.002
N,89,536,852,0.111
N,89,546,848,0.003
N,89,547,600,0.008
N,89,552,851,0.028
N,89,559,737,0.315
N,89,560,571,0.001
N,89,561,854,0.005
N,89,564,808,0.002
N,89,565,538,0.002
N,89,568,752,0.021
N,89,576,799,0.005
N,89,578,775,0.005
N,89,580,791,0.002
N,89,585,554,0.002
N,89,587,749,0.041
N,89,590,811,0.001
N,89,605,847,0.001
N,89,606,839,0.110
N,89,607,753,0.051
N,89,616,644,0.003
N,89,624,530,0.053
N,89,632,685,0.001
N,89,635,816,0.002
N,89,636,556,0.022
N,89,637,793,0.149
N,89,639,836,0.001
N,89,645,814,0.001
N,89,647,807,0.001
N,89,651,843,0.763
N,89,655,515,0.079
N,89,660,603,0.763
N,89,662,668,0.089
N,89,666,617,0.081
N,89,669,581,0.002
N,89,672,812,0.002
N,89,674,675,0.121
N,89,676,521,0.435
N,89,680,582,0.003
N,89,682,519,0.018
N,89,683,665,0.001
N,89,686,838,0.001
N,89,689,630,0.003
N,89,692,555,0.001
N,89,698,796,0.046
N,89,699,620,0.017
N,89,702,613,0.004
N,89,704,658,0.011
N,89,705,761,0.001
N,89,708,695,0.182
N,89,712,570,0.012
N,89,714,626,0.019
N,89,715,849,0.421
N,89,720,625,0.102
N,89,721,629,0.090
N,89,723,602,0.025
N,89,724,543,0.002
N,89,726,725,0.025
N,89,727,806,0.001
N,89,731,717,0.181
N,89,732,781,0.037
N,89,735,614,0.003
N,89,738,670,0.316
N,89,740,601,0.008
N,89,741,641,0.044
N,89,742,583,0.007
N,89,746,573,0.009
N,89,748,718,0.001
N,89,750,544,0.003
N,89,751,787,0.011
N,89,754,557,0.095
N,89,756,650,0.004
N,89,758,730,0.001
N,89,763,584,0.002
N,89,765,664,0.002
N,89,768,703,0.002
N,89,769,640,0.106
N,89,770,709,0.004
N,89,780,596,0.002
N,89,782,627,0.003
N,89,785,813,0.002
N,89,789,743,0.063
N,89,790,592,0.488
N,89,794,722,0.298
N,89,795,819,0.001
N,89,800,572,0.001
N,89,802,767,0.004
N,89,805,661,0.080
N,89,809,801,0.006
N,89,810,783,0.108
N,89,817,502,0.008
N,89,818,539,0.294
N,89,820,643,0.001
N,89,821,701,0.234
N,89,822,597,0.025
N,89,824,772,0.057
N,89,825,615,0.054
N,89,827,518,0.040
N,89,828,700,0.002
N,89,833,850,0.003
N,89,835,711,0.020
N,89,840,512,0.477
N,89,842,621,0.011
N,89,844,654,0.020
N,89,845,622,0.009
N,89,846,575,0.012
N,89,853,663,0.097
N,90,526,618,0.006
N,90,562,678,0.032
N,90,569,779,0.147
N,90,577,830,0.254
N,90,589,653,0.022
N,90,623,628,0.209
N,90,681,733,0.008
N,90,729,671,0.178
N,90,744,541,0.008
N,90,760,633,0.001
N,90,778,771,0.019
N,90,829,549,0.394
N,91,510,600,0.001
N,91,528,813,0.001
N,91,540,667,0.001
N,91,559,651,0.947
N,91,568,833,0.033
N,91,632,514,0.001
N,91,636,521,0.645
N,91,658,659,0.002
N,91,683,571,0.001
N,91,704,627,0.015
N,91,731,745,0.092
N,91,740,848,0.001
N,91,759,803,0.001
N,91,766,782,0.005
N,91,784,522,0.006
N,91,814,832,0.003
N,91,835,516,0.022
N,91,844,535,0.139
N,92,503,581,0.003
N,92,534,537,0.002
N,92,536,502,0.013
N,92,592,769,0.280
N,92,602,615,0.051
N,92,603,746,0.107
N,92,637,629,0.030
N,92,639,798,0.001
N,92,660,573,0.050
N,92,675,640,0.050
N,92,701,852,0.042
N,92,708,662,0.190
N,92,714,530,0.022
N,92,720,738,0.452
N,92,723,799,0.001
N,92,754,817,0.202
N,92,785,657,0.001
N,93,524,828,0.008
N,93,527,830,0.114
N,93,529,836,0.001
N,93,549,717,0.119
N,93,551,577,0.973
N,93,562,575,0.022
N,93,569,641,0.070
N,93,570,576,0.006
N,93,583,772,0.018
N,93,601,645,0.003
N,93,617,809,0.020
N,93,624,749,0.041
N,93,625,628,0.037
N,93,635,605,0.002
N,93,643,542,0.001
N,93,655,604,0.013
N,93,663,743,0.015
N,93,666,767,0.015
N,93,668,839,0.507
N,93,669,520,0.012
N,93,671,673,0.794
N,93,674,518,0.061
N,93,676,793,0.452
N,93,678,587,0.045
N,93,698,556,0.014
N,93,700,611,0.001
N,93,705,765,0.009
N,93,715,548,0.011
N,93,721,794,0.435
N,93,722,796,0.140
N,93,751,820,0.002
N,93,779,599,0.039
N,93,780,578,0.008
N,93,786,843,0.668
N,93,787,819,0.003
N,93,790,515,0.295
N,93,795,761,0.001
N,93,802,661,0.025
N,93,805,801,0.019
N,93,810,818,0.277
N,93,816,825,0.010
N,93,821,788,0.127
N,93,829,737,0.308
N,93,832,848,0.003
N,93,846,626,0.003
N,93,847,712,0.017
N,94,511,726,0.041
N,94,512,725,0.065
N,94,528,507,0.010
N,94,535,574,0.022
N,94,539,840,0.597
N,94,547,850,0.012
N,94,550,510,0.001
N,94,552,622,0.015
N,94,564,757,0.006
N,94,572,672,0.003
N,94,580,792,0.001
N,94,585,600,0.002
N,94,595,606,0.080
N,94,607,732,0.060
N,94,613,597,0.001
N,94,630,543,0.001
N,94,634,682,0.003
N,94,648,686,0.002
N,94,650,699,0.008
N,94,667,638,0.001
N,94,670,729,0.119
N,94,689,834,0.003
N,94,718,724,0.009
N,94,733,713,0.005
N,94,739,750,0.001
N,94,741,546,0.023
N,94,745,776,0.002
N,94,758,753,0.003
N,94,764,778,0.018
N,94,768,711,0.004
N,94,781,755,0.017
N,94,783,841,0.031
N,94,797,519,0.013
N,94,800,516,0.005
N,94,806,647,0.001
N,94,808,727,0.001
N,94,811,594,0.001
N,94,822,702,0.040
N,94,827,504,0.014
N,94,833,554,0.002
N,94,835,812,0.004
N,94,842,688,0.003
N,94,849,623,0.617
N,94,851,826,0.008
N,94,853,789,0.593
N,94,855,654,0.001
N,95,522,540,0.003
N,95,558,728,0.001
N,95,589,541,0.017
N,95,704,782,0.003
N,95,736,561,0.002
N,95,771,660,0.091
N,95,854,612,0.001
N,96,509,644,0.003
N,96,510,585,0.001
N,96,511,725,0.063
N,96,512,726,0.046
N,96,513,572,0.002
N,96,518,790,0.148
N,96,519,687,0.011
N,96,524,785,0.004
N,96,526,756,0.016
N,96,528,700,0.003
N,96,529,537,0.001
N,96,534,690,0.003
N,96,535,851,0.141
N,96,538,564,0.001
N,96,539,841,0.225
N,96,549,603,0.426
N,96,550,833,0.001
N,96,552,654,0.010
N,96,554,568,0.029
N,96,557,788,0.016
N,96,559,670,0.425
N,96,561,728,0.006
N,96,567,854,0.001
N,96,574,826,0.002
N,96,575,530,0.016
N,96,577,668,0.741
N,96,578,853,0.141
N,96,582,713,0.001
N,96,583,809,0.006
N,96,584,770,0.001
N,96,586,591,0.002
N,96,587,846,0.013
N,96,594,516,0.002
N,96,595,551,0.794
N,96,598,547,0.002
N,96,599,596,0.002
N,96,605,570,0.001
N,96,613,620,0.002
N,96,615,799,0.005
N,96,617,742,0.011
N,96,627,659,0.002
N,96,628,715,0.084
N,96,630,724,0.004
N,96,634,580,0.002
N,96,635,602,0.052
N,96,636,722,0.772
N,96,637,794,0.112
N,96,639,520,0.002
N,96,645,848,0.001
N,96,647,727,0.003
N,96,649,759,0.001
N,96,658,653,0.006
N,96,661,801,0.005
N,96,666,607,0.593
N,96,667,633,0.007
N,96,669,798,0.011
N,96,671,625,0.127
N,96,672,618,0.005
N,96,675,515,0.045
N,96,676,629,0.070
N,96,680,681,0.003
N,96,682,792,0.002
N,96,686,588,0.004
N,96,688,621,0.001
N,96,689,631,0.002
N,96,692,533,0.001
N,96,698,793,0.191
N,96,701,817,0.098
N,96,702,699,0.015
N,96,708,830,0.253
N,96,711,811,0.002
N,96,712,816,0.006
N,96,718,543,0.002
N,96,719,581,0.002
N,96,720,673,0.595
N,96,721,556,0.033
